Fecha,CantidadML,Moneda
"Octubre 3, 1929",617.44ml,¥9077.72
12/20/1937,366.11ml,$1560.0
02/29/2009,46.59ml,£6284.27
"8, Feb, 2014",1944.37L,EUR 9298.4
"Oct 20, 1953",1536.81ml,GBP 6355.16
27-02-1908,1667.38ml,USD 7023.89
11/15/1908,858.0ml,GBP 3939.49
1916-04-16,1437.75L,€290.24
"10, Ene, 1971",323.51ml,¥724.24
"9, Mayo, 1937",1730.85ml,$8440.28
"16, Febrero, 1937",538.24ml,$9745.31
05/01/1964,1349.15L,$1615.22
1945-11-27,1839.91L,€1283.17
04/08/1962,671.12ml,¥5296.18
06/13/1913,935.47ml,$9987.02
08/29/2025,244.72ml,€1281.97
20-09-1974,743.97L,GBP 3372.88
1932-04-14,1404.59L,€2752.45
12/26/1900,940.05L,¥1263.69
"Diciembre 10, 1992",1964.77L,USD 9672.65
"25, Abril, 1947",1043.42ml,¥5824.46
11-11-1958,20.34ml,€5488.45
"22, Septiembre, 2003",1983.72ml,$6058.61
08/23/2018,1934.75ml,EUR 7942.61
1990-02-04,1931.84L,JPY 3338.94
05/12/2010,1405.21L,¥8890.91
"25, Abr, 1905",1361.19ml,EUR 4867.15
1981-10-11,1161.72L,JPY 9798.95
"Enero 31, 2000",1086.92ml,£1788.77
15-09-2004,948.69ml,£2034.4
16-06-1994,1647.93L,¥5062.17
"Jul 14, 1996",539.99L,¥4109.13
09/15/1900,415.53ml,£1296.66
"Oct 30, 1918",1268.72L,¥4661.68
"Sep 24, 2022",654.57ml,GBP 4047.06
06/18/1946,1339.49L,JPY 8072.64
1971-08-19,624.14L,GBP 6429.22
06-01-1953,1147.67L,EUR 1150.95
"Dic 21, 1989",1035.86L,¥4174.09
"10, Julio, 1920",684.65L,€6976.51
1956-05-08,1089.23L,€3965.42
02/20/1981,1718.3ml,EUR 476.57
"May 8, 2005",1440.61L,EUR 1649.08
10/30/1931,1297.2ml,£6330.64
03/01/1944,1236.05L,$2824.0
1942-10-21,1653.23L,GBP 5481.84
03/29/2020,414.76ml,£4751.46
1988-06-11,1041.05ml,USD 1981.7
"Jun 31, 1982",1067.3L,£4308.24
12/12/1942,370.96ml,€3104.25
"27, Octubre, 1956",1947.24L,£8761.23
"10, Ene, 2007",781.92L,USD 5663.34
"23, Mayo, 1940",767.24ml,£6864.25
12-08-1916,122.63ml,JPY 2177.67
2011-11-18,1092.79ml,EUR 1653.31
"Abr 12, 1938",1492.29L,¥4855.34
"Jul 11, 1983",350.22L,£2501.91
1967-04-05,337.45ml,EUR 815.35
"26, Octubre, 1950",1457.67ml,EUR 8856.79
09-08-2008,1912.39L,JPY 4800.82
14-01-1959,1788.45ml,JPY 7273.53
05/29/1918,1368.59ml,JPY 3929.14
08-10-1926,1564.55L,£3801.04
"Oct 22, 1910",716.11L,£344.32
1927-09-10,413.89L,$4021.96
"12, Agosto, 2009",819.77ml,GBP 3743.34
11/05/2001,1112.3ml,¥5705.34
"31, Abril, 2024",417.21L,$7757.61
"9, Octubre, 1924",525.66L,EUR 1597.66
12-02-1914,1150.43ml,¥8406.03
2014-09-03,1323.8L,$5925.9
"3, Oct, 1901",1093.34L,€2837.06
24-12-1956,1337.13L,EUR 9522.22
"9, Noviembre, 1943",139.33ml,£4441.36
31-01-1916,1531.59L,¥7591.82
1965-08-19,542.25ml,GBP 4665.95
"Sep 18, 2009",1885.52L,EUR 5680.71
01/10/2006,1920.54ml,£3074.31
"10, May, 2021",1208.46ml,USD 6035.24
1975-12-21,1374.24L,EUR 6922.43
11/19/1975,1007.66L,€9583.83
1991-10-12,885.24L,EUR 210.85
12/23/2004,1251.89L,€7980.39
04/07/1915,943.83ml,GBP 394.45
"8, Marzo, 1999",1331.39L,¥1997.69
"Febrero 9, 1998",895.83L,USD 6813.99
1910-03-19,799.73L,$8965.74
04/29/1971,171.17ml,¥4639.12
"15, Junio, 2004",1613.61L,€3907.71
"Abr 11, 2012",1982.59L,€1786.03
1985-09-12,1355.42L,GBP 4792.07
05/12/2000,1279.45L,€6011.1
"5, Febrero, 1976",1447.83L,GBP 7152.02
1990-03-19,644.47ml,EUR 2844.28
06/14/2018,1531.92ml,JPY 2268.53
1914-09-10,1503.41ml,EUR 3573.49
2003-08-28,759.12L,£1369.17
02-01-1928,188.89L,JPY 7475.96
"Enero 12, 1902",423.77ml,€235.86
24-09-1902,795.3L,EUR 4372.03
"10, Diciembre, 1993",1108.65ml,JPY 8024.64
28-09-2020,1462.49L,USD 8455.88
09-09-2012,1557.25ml,JPY 6565.74
"21, Feb, 1954",790.83ml,¥2992.51
2015-09-23,1685.86ml,¥6761.93
09/03/1927,1499.88ml,USD 132.35
16-07-2001,762.8L,EUR 8068.39
09/28/1932,1758.29ml,GBP 2896.74
29-10-1976,1280.04ml,GBP 8771.96
"15, Noviembre, 2007",742.99ml,£3184.3
1945-08-17,1419.94L,EUR 9354.75
"25, Abr, 1982",541.97L,USD 2089.18
05/17/1932,1183.14L,USD 8379.86
01/20/1908,1707.85L,$8847.46
1993-11-23,477.17L,£5952.78
1975-10-21,837.02L,€8143.1
10-08-1927,1599.21L,EUR 8129.86
1918-09-02,1114.18ml,€9881.83
01/14/1965,708.19ml,¥6526.12
07/24/1940,589.79L,JPY 4697.13
1984-04-23,1926.15L,GBP 9780.73
"1, Agosto, 1965",1523.71ml,JPY 1799.36
"Sep 24, 1940",501.43L,€6857.38
"Ago 13, 1906",271.9L,GBP 1969.18
"13, Abril, 1948",1765.68ml,USD 882.13
05/14/1902,1814.86L,€5384.14
1998-02-11,449.96ml,JPY 2164.42
1919-10-07,101.98L,€7478.02
04/12/1924,944.06ml,EUR 9009.83
09/28/1981,488.78ml,$287.86
11-02-1910,889.44ml,USD 6832.63
30-08-2014,430.51ml,EUR 1533.66
"12, Feb, 2017",1704.97ml,¥1262.2
09/07/2022,755.09ml,EUR 4296.68
"23, Julio, 2005",1854.44ml,€5371.4
28-02-1989,865.01ml,¥6587.14
"Junio 28, 1948",1289.04ml,USD 3446.5
05-05-1913,1718.84ml,EUR 8705.83
"8, Jun, 2004",263.61ml,JPY 6592.18
"5, Jul, 2025",1626.0L,¥3107.28
1948-01-04,1637.81L,USD 4764.49
09-07-1922,1486.66L,GBP 6527.58
"Nov 24, 1936",843.44ml,$8392.65
"Marzo 1, 1937",573.66ml,GBP 6423.15
1950-05-18,592.12L,GBP 8040.67
"Octubre 27, 1906",222.5L,GBP 2794.59
05/13/1920,1128.26L,GBP 4365.33
"11, Abril, 2019",1076.05ml,GBP 4293.87
"Oct 15, 1900",531.19L,$48.76
11-11-1966,1607.82L,€5349.14
1988-06-30,370.89L,EUR 7014.44
"Octubre 15, 1907",814.0ml,EUR 1462.96
"9, Febrero, 1927",1068.91ml,£6381.94
21-06-1969,1299.58ml,$564.52
07/01/1994,1010.43L,¥1477.13
02/27/1957,695.39L,¥6989.69
"Octubre 9, 1925",1080.73L,JPY 5230.68
2004-01-03,1986.02ml,$4657.96
"Mayo 21, 1980",880.73ml,USD 6817.07
"Marzo 11, 1969",696.72ml,¥7064.06
"1, Sep, 1977",841.93ml,€3344.27
"Abril 23, 1902",1894.85L,¥7694.96
"Dic 9, 2010",1548.81L,USD 4713.64
26-11-1913,122.42ml,£3028.83
"10, Sep, 1951",1465.2L,EUR 9487.37
"Ene 17, 1974",1018.7ml,¥7074.68
31-07-2016,1077.43ml,€4859.6
2008-07-11,131.21ml,€2782.57
"Julio 20, 1933",1532.48L,JPY 7666.76
"Octubre 8, 2010",423.72ml,USD 4476.47
"29, Marzo, 1935",748.81L,£6096.79
21-06-2020,229.9L,$3250.55
14-09-1995,1269.53L,€9207.47
12-11-1992,138.38ml,USD 5715.79
"Oct 12, 2021",924.97L,GBP 6178.45
09/27/1934,1638.4L,JPY 6976.36
06/12/2021,962.25ml,USD 2649.08
12/26/1963,414.52ml,$6508.11
13-05-2003,1504.21ml,£4701.54
13-03-2025,946.88L,GBP 4804.17
"8, Febrero, 1943",1666.39ml,€586.59
05/06/1958,332.48L,EUR 7421.08
"30, Mayo, 1944",1011.07ml,USD 7174.94
"3, Junio, 1989",1986.62L,JPY 667.65
"Abr 24, 1986",757.22L,£9645.47
04/25/2004,1103.24L,JPY 1728.78
"Agosto 28, 1917",1520.35ml,$4053.38
"8, Jul, 1980",683.5L,¥1817.39
1921-07-12,1036.53L,¥4291.49
"20, Oct, 1940",1800.18ml,EUR 3709.04
"Julio 13, 1961",259.82L,¥2717.69
14-03-1962,465.1L,¥2056.85
30-08-1963,679.53ml,$9734.25
"18, Noviembre, 1991",1178.38L,JPY 1034.83
17-02-2016,971.95L,€545.8
"Enero 17, 1999",1298.16ml,$7549.48
2016-12-02,1346.28ml,GBP 2589.04
05-07-1918,494.29ml,£7041.49
31-12-1930,1338.75ml,USD 4199.4
07/17/1919,116.04ml,¥9329.98
"11, Enero, 2002",60.78L,¥4077.23
"23, Sep, 1969",379.69ml,€4214.32
1916-04-02,1839.75ml,¥9878.37
"26, Abril, 1992",91.45ml,€2195.91
27-02-1969,896.65ml,EUR 808.19
10/22/1962,1814.35ml,USD 5947.89
02-09-2004,1078.55L,EUR 9669.19
"17, Agosto, 2025",1836.48L,USD 4154.0
"Enero 2, 1969",1286.07ml,USD 1984.59
1994-01-03,1284.34ml,USD 1751.09
1958-03-01,630.38ml,USD 8617.99
1960-12-29,1096.26L,EUR 8568.04
"Oct 30, 1962",540.14L,GBP 7791.04
1979-08-01,1429.83ml,JPY 5737.94
"Feb 18, 2020",1387.14L,¥5744.71
"Nov 28, 2016",1137.92ml,GBP 7298.94
1993-12-24,542.71L,£7733.81
"22, Julio, 2019",1307.82ml,GBP 4893.92
"26, Oct, 1994",761.36L,GBP 3470.49
"Jul 11, 1981",569.04ml,£9103.74
"Feb 28, 1931",260.74ml,¥1121.61
2001-12-20,982.02L,£3841.21
01-10-1966,990.47L,JPY 3037.28
03/24/1965,1873.41L,¥8604.98
09/19/1952,101.74L,JPY 8587.37
20-04-1955,1522.11L,¥9089.15
1950-01-22,723.78L,¥4259.43
"Ene 13, 1990",1177.25L,€6090.69
25-03-2024,1994.09ml,¥1038.88
"13, Dic, 1943",527.46L,€8150.14
"Sep 18, 1999",873.62ml,EUR 3559.84
20-03-1992,1665.38ml,USD 2884.18
1928-01-10,914.95ml,GBP 7084.32
"15, Mayo, 1946",802.18ml,GBP 895.59
"Sep 27, 1935",513.44L,EUR 389.16
"10, Jul, 1944",73.01L,JPY 984.43
07/17/1953,1862.41L,JPY 2538.19
"Ene 31, 1994",786.59ml,JPY 7785.44
25-05-2009,69.01L,£3928.1
1991-01-07,1552.52L,$5995.67
28-07-1928,585.47L,USD 3033.79
1991-09-16,520.55ml,EUR 7940.75
09/18/1980,802.87L,€7756.83
"17, Mar, 1918",1472.46ml,£6335.95
"Nov 1, 1990",1175.48ml,JPY 8737.2
09/22/2001,934.9L,GBP 6321.56
08/08/1949,1642.44ml,USD 9978.43
06-03-1967,1443.9ml,JPY 281.38
"2, Diciembre, 1917",1371.94L,$1822.0
16-03-1903,1039.6L,JPY 201.76
1901-08-25,1450.45L,JPY 4526.96
09/04/1943,164.42L,USD 4942.28
11/08/2002,517.26L,JPY 6156.33
05/13/1939,366.75L,EUR 1988.43
"Mayo 20, 1937",1521.56L,£9786.36
11/03/2022,1908.96L,¥2032.62
"4, Oct, 1926",53.6ml,JPY 9990.12
2019-04-25,1810.1ml,GBP 3832.08
1910-08-02,1652.23L,£976.72
1954-10-11,1359.26ml,$2677.96
"Sep 12, 2023",1325.41L,JPY 771.89
"Julio 17, 1947",1834.65ml,$8752.44
12/12/2014,255.65ml,USD 7841.86
09-03-2021,1853.15ml,€9825.86
"Abr 20, 1907",94.0ml,USD 8249.12
01/14/1987,1131.65ml,¥6997.15
21-10-1908,415.24ml,EUR 6923.58
"Nov 26, 1998",555.55L,¥4294.19
"Ago 9, 1985",464.86ml,$1431.96
"13, Abril, 1978",1782.75L,£5742.85
16-02-1968,826.37L,€1808.74
11/29/1936,499.91ml,USD 790.61
"28, Febrero, 2004",1212.58L,£1690.2
20-12-1938,383.11ml,EUR 2894.77
21-04-1958,519.22L,€4733.59
15-02-1910,663.94ml,€5472.85
"4, Enero, 1999",1735.25ml,¥3491.67
1967-01-25,1658.11L,EUR 894.0
2011-10-22,518.44ml,JPY 581.95
"14, Noviembre, 1990",876.76ml,€6167.52
04-12-1957,579.94ml,£616.69
1919-08-10,1260.63L,$7587.45
02/28/1939,887.8ml,$5223.87
2012-12-11,95.76L,¥2223.96
"7, Abril, 2006",407.43ml,¥8340.23
"8, Ene, 1927",307.14ml,JPY 2150.12
"Febrero 14, 2009",333.34L,EUR 6310.71
22-02-1913,1206.51L,EUR 9117.48
01/19/1967,706.32L,EUR 4170.13
"Julio 8, 1926",578.4ml,$7620.39
1951-08-05,695.94L,USD 5395.59
"Abril 7, 1941",1184.11ml,$3117.74
"17, Dic, 2002",1314.43L,EUR 8625.93
25-06-1962,993.84L,USD 4227.15
19-07-1986,185.63ml,USD 5159.89
"Jul 27, 1910",1714.3L,¥2985.07
01-06-1989,1662.29ml,USD 8434.54
23-01-1940,253.56ml,USD 5215.37
2008-12-24,1371.34L,£8608.2
02/28/1952,268.79ml,€8361.34
"Jul 13, 1923",724.66ml,€8803.83
"6, Sep, 1903",294.88L,USD 8422.2
"10, Mayo, 1927",1031.06ml,GBP 56.86
1907-07-12,22.37L,GBP 8068.16
12-12-1951,1818.4ml,GBP 698.05
"Febrero 12, 1912",835.89L,¥2685.14
04-09-2004,546.39ml,EUR 9247.65
"Sep 6, 2018",1104.81L,¥5545.26
1926-12-29,904.85ml,GBP 345.08
01-06-1993,1631.13ml,¥5049.24
"Ene 19, 2022",574.29L,¥5730.26
"Marzo 16, 1975",236.77ml,JPY 225.78
"Ene 6, 1984",713.65ml,€9719.21
"Diciembre 9, 2009",880.16ml,£2344.35
14-11-1981,1020.7ml,£4894.73
"Ene 30, 1905",635.19ml,€6589.49
05/01/2025,1761.04ml,¥1864.78
"19, Nov, 1996",1644.05L,$4864.67
"22, Junio, 2001",1398.39L,EUR 8418.82
12/08/1971,676.47L,¥8858.98
09/29/1937,38.99ml,JPY 9870.78
06-10-1975,232.24ml,£9048.04
1994-01-30,233.35ml,JPY 6264.45
30-08-1941,112.23L,¥4443.88
01/06/1948,81.14ml,USD 5955.38
01/01/1962,1228.09L,€4409.53
"Dic 9, 2011",125.6ml,GBP 4450.94
1927-09-19,193.05L,JPY 1784.57
1939-12-19,1201.98L,€299.04
"Jul 1, 1995",1993.76L,USD 1154.63
1926-01-26,454.13L,€9691.2
"12, Sep, 1914",256.54L,USD 3380.56
1953-10-01,974.12L,GBP 5047.32
21-10-1932,221.3ml,EUR 8570.73
02-09-1953,825.97ml,EUR 2608.42
"Octubre 26, 2016",847.2L,€5652.53
1925-03-19,35.43ml,€1321.07
06/23/1990,1416.34ml,£5712.2
1937-03-07,1692.99L,€3155.36
"5, Nov, 1934",90.56ml,EUR 21.8
"2, Septiembre, 1934",1577.16ml,£9484.85
"Enero 13, 1903",476.33L,GBP 467.69
"Dic 8, 1992",896.87ml,GBP 1809.1
"15, Mar, 1930",495.71ml,EUR 4563.68
"15, Octubre, 1925",1827.04ml,JPY 4187.61
1940-01-01,1806.8ml,€8001.07
"Enero 26, 1975",922.09ml,€8024.61
07-01-2000,1833.49ml,USD 9608.68
"22, Mayo, 1906",1591.35ml,$5401.16
10-11-1996,1422.25L,GBP 5809.08
"7, Abril, 1982",1820.56L,$4925.62
09/28/2025,1133.82L,€5403.53
25-04-1986,1277.61L,GBP 4397.66
"2, Abril, 1914",1944.01ml,USD 1145.94
"Octubre 19, 1966",521.08ml,€3467.56
2008-10-31,1986.16L,£4238.98
"Agosto 17, 1911",38.93ml,EUR 9616.2
03/22/1901,1176.45L,$9150.11
"20, Mar, 1948",1418.0L,EUR 4425.82
03-11-1988,1803.95ml,GBP 6276.55
09/24/1999,1607.1ml,JPY 4476.23
"12, May, 2010",1588.83L,GBP 3815.48
"26, Mayo, 2025",1630.24L,EUR 2017.8
"Octubre 14, 1915",582.36ml,¥8506.46
"29, Enero, 1958",1157.65L,$3747.87
1920-07-26,218.9ml,JPY 8263.66
1931-04-28,369.13ml,¥9566.57
"Mayo 28, 1958",1212.33L,USD 9751.5
"14, Ago, 1989",676.56ml,$4978.16
"25, Mayo, 2019",1399.6L,EUR 4299.44
"6, Octubre, 2007",1513.02ml,$1388.74
13-08-1927,151.65L,£3695.12
"10, Enero, 1907",966.83L,€5776.21
"Jun 17, 1902",551.38L,EUR 7881.31
"8, Abril, 2012",298.55L,USD 7357.7
"Feb 10, 1939",1376.38L,¥3773.54
"Oct 5, 1920",1978.74ml,GBP 2473.95
03/17/1963,262.48ml,EUR 6228.97
"4, Oct, 1997",1693.13ml,¥52.31
"5, Oct, 1987",1347.45ml,USD 849.95
"22, Marzo, 1917",1167.2ml,JPY 3326.21
04/24/1976,1936.22L,JPY 7170.12
1937-09-11,1317.67ml,£5350.31
2009-04-24,1315.99ml,¥7013.31
2001-02-19,1014.24ml,EUR 8435.35
"Octubre 12, 1974",490.39ml,$762.36
09-11-1960,282.1L,GBP 4920.99
"25, Febrero, 1975",1316.88L,€3486.99
"May 29, 1956",581.76L,JPY 1557.36
12/27/1983,31.69L,EUR 8122.36
28-09-1955,968.8ml,$3092.68
28-10-1972,1560.13L,$3846.25
06/12/1954,498.51ml,GBP 7753.46
17-08-1909,13.42ml,GBP 6273.27
2015-07-28,1432.19ml,GBP 7145.85
"21, Oct, 1953",1791.5L,£6315.33
02-05-2004,1702.7ml,USD 8920.23
"7, Junio, 1966",428.36ml,USD 4830.35
"6, Julio, 1919",240.77L,USD 757.0
1967-05-02,884.15ml,JPY 775.76
06-08-1960,974.59ml,JPY 3960.45
"30, Febrero, 1999",1407.99ml,EUR 7470.85
"28, Abril, 1979",87.57L,¥4243.16
"Mar 5, 1928",1749.14ml,JPY 745.82
"22, Agosto, 1907",1640.26L,$9960.93
"3, Dic, 2022",361.9L,USD 3197.58
23-08-1926,185.31L,JPY 8193.4
"18, Ago, 1917",1765.94ml,¥5000.56
1971-12-06,1639.22L,£6514.5
1923-03-04,1694.07ml,USD 9873.69
1953-03-23,1989.28L,GBP 4976.24
2010-04-27,17.21ml,JPY 4248.73
"24, Julio, 2003",30.55ml,JPY 3235.21
11/21/2007,1312.24ml,¥1438.91
02/18/2010,230.36ml,EUR 9670.23
1963-06-14,1528.16L,EUR 611.79
"Agosto 9, 1963",1579.82L,USD 3228.12
"22, Febrero, 1907",903.05L,EUR 7695.35
"22, May, 1901",347.85L,¥8958.84
13-07-1959,1410.08ml,JPY 33.01
"Sep 14, 1943",1729.8L,JPY 880.64
2013-12-25,1334.71ml,GBP 7540.48
1995-10-10,762.51L,€8687.75
"22, Nov, 1964",381.45L,£4542.13
"28, Agosto, 2013",1825.12ml,£1635.77
29-02-1913,989.47ml,£1265.63
07-01-2019,858.94ml,¥2788.99
1961-08-19,805.01L,USD 8577.13
07/17/1916,1664.66L,USD 3764.21
1938-06-16,1096.22ml,JPY 8044.87
09/03/1907,271.35L,GBP 1092.61
1978-05-28,1307.31ml,€3897.88
26-11-1917,796.7L,€6821.03
12-10-1911,1936.04L,€1619.01
29-08-2024,1525.78ml,GBP 6443.34
1961-04-05,627.93L,USD 9555.91
10/01/2022,1955.23L,GBP 1658.9
24-04-2024,814.48ml,EUR 971.82
"28, Nov, 1982",457.06ml,USD 895.28
07/09/1999,1256.83L,EUR 1220.72
05/11/1970,317.85ml,€7106.02
"Septiembre 22, 1944",262.33L,USD 40.91
27-01-1948,1786.41ml,GBP 3024.35
"Abr 26, 1949",1399.6ml,€1586.27
"Dic 21, 1982",1041.34L,USD 9269.26
1985-04-31,163.61ml,EUR 1207.81
08/27/1926,1433.36ml,GBP 9193.08
03/02/1960,1212.31ml,¥2751.67
"Feb 25, 1941",1937.96L,¥1296.71
12-10-1904,1675.35ml,USD 6767.76
"19, Abr, 1914",636.15ml,€3551.36
1944-01-20,1763.91L,JPY 9046.11
1997-05-15,128.68L,USD 422.84
"14, Abr, 1989",243.64L,$8853.82
"9, Jun, 1920",1229.5ml,USD 6538.8
26-10-1943,692.84ml,JPY 8891.46
"24, Abr, 1925",112.67L,GBP 1114.23
"Jun 2, 1999",1915.41ml,$1502.33
"16, Noviembre, 1945",590.78L,¥1135.13
2023-06-07,1934.82L,USD 2778.47
01/16/1974,1672.04L,$2132.86
27-12-1908,563.98ml,GBP 6691.7
12/11/1907,1943.87L,GBP 5195.61
"Oct 28, 2017",1899.73L,$6753.98
13-04-1958,637.52ml,£2365.76
13-11-1983,1821.29ml,€9551.78
"17, Jul, 1954",1202.21ml,EUR 2874.91
"Sep 31, 1910",303.72L,USD 9110.4
18-12-1959,664.06L,¥60.34
"Mar 6, 1986",845.43L,¥3952.7
"17, Julio, 1935",896.24ml,€9206.97
2022-07-14,922.68ml,¥1030.37
"31, Feb, 1916",1684.34L,€9280.72
07/23/1908,1065.07L,USD 8759.64
28-06-1967,177.59L,EUR 5372.71
30-03-2012,633.05L,$699.92
"May 26, 1954",479.09L,£1260.09
"25, Agosto, 1956",533.04ml,USD 8558.45
30-03-1916,759.04ml,£3752.92
1979-05-14,1725.16L,$6623.57
"17, Dic, 1979",1326.72ml,$47.67
21-07-1996,528.37ml,¥1383.38
2011-03-24,1457.91L,EUR 3162.16
"Enero 28, 1986",1565.31L,USD 8442.49
1958-02-30,1678.79ml,$433.56
25-08-1909,1629.22ml,£5148.05
"Dic 2, 1919",224.61ml,EUR 4487.17
"1, Jun, 1959",516.16L,$983.84
08-08-1974,671.29L,£3789.57
18-03-1968,1402.6L,GBP 1033.53
09/26/1937,102.27ml,€5675.59
"Junio 21, 1957",942.22ml,$904.74
1932-12-02,956.62ml,€9097.93
"23, Enero, 1936",448.27L,USD 2409.19
"18, Mayo, 1900",1954.77ml,$3861.16
"Nov 9, 1954",1642.84ml,USD 613.29
14-07-1914,1929.2ml,€2248.02
05-06-2011,632.95ml,¥6238.76
"19, Ene, 1979",203.99L,€9935.1
1932-11-08,201.28ml,€866.3
2023-11-10,52.57ml,USD 3337.6
"Noviembre 6, 1931",1083.98L,USD 3828.16
"12, Julio, 1952",870.99L,USD 5193.04
1900-12-13,833.07L,JPY 2434.79
24-11-1993,117.42L,£5275.59
"22, Feb, 1972",285.71L,£7183.52
"Ene 30, 1956",1273.5L,EUR 2916.96
12-11-1911,1992.41ml,$3780.38
1979-12-11,99.6ml,€7554.45
"Abril 14, 1963",1203.28L,GBP 7825.43
17-06-2014,650.21L,€938.65
02/22/1920,955.76L,GBP 2247.87
03/18/1930,1898.56L,$378.1
"Feb 4, 1950",49.24ml,USD 4838.54
1937-11-27,78.23L,¥725.02
08/27/2004,1054.55ml,USD 8965.22
01/28/1999,794.91ml,GBP 2758.43
19-02-1991,42.55L,$936.68
1959-02-07,1413.06L,USD 5906.18
11/27/1942,389.25L,$6139.16
06-03-2009,1120.34L,£3765.42
"Octubre 20, 1995",169.65L,£9846.54
05/28/1985,972.8ml,£8229.58
"15, May, 1962",341.73ml,€4158.54
"18, Abril, 1945",1995.37L,JPY 285.46
"Mayo 17, 1922",261.49ml,USD 1327.98
1971-05-14,290.88L,EUR 4313.69
1960-10-30,1188.23ml,EUR 5263.65
11-11-1940,1777.59ml,EUR 8779.91
"18, May, 1956",282.22ml,GBP 1289.25
13-07-2005,797.45ml,USD 6855.96
1955-10-30,1153.96L,$9914.34
"16, May, 1956",1651.41ml,GBP 1600.57
"Julio 5, 2002",1174.06L,GBP 3828.69
1917-04-11,1033.8ml,GBP 8677.1
11/05/1908,230.58L,USD 4182.28
1972-02-14,552.7ml,¥465.73
1999-02-14,780.59ml,JPY 8806.53
"30, Feb, 1962",424.07L,JPY 4620.82
"Junio 19, 1906",525.61ml,€5394.08
13-07-1932,1922.25ml,$3630.95
1953-07-23,1707.56ml,€2949.74
1907-11-08,1376.06ml,GBP 6421.01
26-03-1966,1679.74L,€8510.1
10/19/1955,1043.01L,¥1977.1
03-11-2005,1157.19L,$3455.04
1917-10-06,96.08ml,€8254.01
"Noviembre 23, 1993",1744.54ml,EUR 51.88
11/28/1907,1047.94ml,EUR 4160.72
"Noviembre 29, 1962",180.82ml,£5060.14
"May 31, 1982",1119.32L,JPY 7020.86
24-12-1952,745.35L,€4117.11
"30, Marzo, 1952",614.53ml,GBP 3309.28
2001-09-03,1489.97L,GBP 5723.42
20-03-1954,508.49L,EUR 4159.6
04/29/1990,892.59ml,JPY 495.93
2022-04-27,1874.31ml,€8086.16
"8, Junio, 2008",115.32L,JPY 3970.75
"May 20, 1911",863.82ml,$4889.05
14-08-1930,1410.32ml,£3416.59
"Dic 30, 1937",490.55ml,USD 5361.3
24-02-1955,48.18ml,$1982.52
09/15/1943,1934.64ml,JPY 9320.93
"Abril 21, 1961",1090.67ml,£3094.06
21-09-1959,537.14ml,¥2688.62
31-06-2000,1765.52ml,£7000.32
1930-11-06,630.13L,JPY 5300.24
1996-12-12,1364.68ml,£4002.29
05/01/1968,1790.29ml,USD 7624.29
28-08-1986,364.47L,£1174.74
1969-11-10,1235.91L,$3527.84
1958-06-26,114.11L,£5293.22
1944-11-31,679.11L,JPY 6379.74
26-11-1946,807.04L,$3031.93
"Octubre 17, 1954",1212.17ml,USD 5348.12
"Nov 7, 1911",1656.88L,£6448.33
28-10-1915,1628.17L,€5282.57
08-01-1988,466.34L,JPY 7905.61
"26, Oct, 2022",1367.46L,$1673.49
1921-01-28,1267.12L,USD 2736.33
1913-04-25,515.35L,$5241.23
13-01-1948,14.75ml,€2113.63
11/24/1926,1764.11ml,GBP 1562.54
06/29/2023,1456.87L,$3216.82
"Abr 26, 1919",82.4ml,GBP 1634.79
"Ene 1, 1946",473.79ml,EUR 6430.99
1901-02-13,1467.12L,GBP 1310.02
11/11/1992,1529.61ml,GBP 4890.79
1945-01-28,1276.81L,GBP 7378.32
31-09-1920,856.38ml,€5358.56
1958-01-05,346.03ml,USD 4746.26
12/13/2022,1110.83L,$9609.08
12-02-1906,376.92ml,€9136.45
"Octubre 16, 1923",297.23ml,£7440.31
11/19/1914,966.97L,GBP 1070.12
07-08-1942,109.29L,€7035.82
12/16/1959,623.36ml,JPY 2600.78
"Febrero 29, 1967",813.78ml,GBP 9561.15
20-10-1963,371.55L,€5535.18
2015-07-23,954.54L,JPY 1014.52
05/22/1979,339.6L,£3235.88
07/18/2018,1644.09ml,GBP 8876.44
1901-09-30,860.59ml,$5214.11
20-11-1963,36.16ml,GBP 9371.39
"Ene 1, 1936",1539.6ml,$2086.31
01-10-1957,572.65L,JPY 9229.36
"14, Diciembre, 2019",447.37L,EUR 8333.0
"Feb 12, 1973",1927.19L,EUR 4637.68
1988-07-13,1110.88ml,EUR 1840.56
"18, Septiembre, 2015",1831.87L,¥901.69
"12, Mayo, 1947",895.25ml,€7837.65
"1, Abr, 1949",483.16ml,EUR 5517.43
08-10-1907,995.47L,EUR 4594.82
2017-08-19,480.98L,EUR 2112.5
02/19/1956,1830.63ml,EUR 2167.26
08-12-1938,1736.03L,EUR 2914.83
1969-01-08,182.49ml,¥1592.26
1970-09-24,512.36L,GBP 1830.93
11-06-1924,1018.2ml,€9855.81
10-12-1995,1856.07L,$4845.37
09/15/2014,641.39ml,£6974.93
"Sep 16, 1952",892.91ml,JPY 1630.46
08/26/1983,17.32ml,USD 9064.21
"Mar 1, 1918",1060.03L,EUR 628.18
2000-08-15,1664.44L,£8448.82
"18, Ene, 1916",1766.54ml,£3597.15
22-01-2005,564.83L,¥9652.33
09/29/2017,198.69L,€2028.14
1992-05-05,1272.62L,¥711.05
"Abr 25, 1953",747.69ml,EUR 1350.59
09/31/1985,1927.93ml,¥1193.12
